Microorganism,Antibiotics,Year,Country,N,%R,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories
Klebsiella pneumoniae,third-generation cephalosporins,2015,Denmark,929,7.8,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Austria,1050,8.4,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Netherlands,908,8.6,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Germany,1518,10.1,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,United Kingdom,916,10.5,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Ireland,387,14.7,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Malta,92,16.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Belgium,406,19.7,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Spain,1491,20.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Slovenia,237,22.8,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Estonia,93,23.7,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Luxembourg,60,28.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,France,2338,30.5,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Hungary,704,37.2,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Portugal,2094,40.4,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Cyprus,62,43.5,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Croatia,380,46.8,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Latvia,115,47.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Lithuania,178,51.7,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Czech Republic,1417,54.1,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Italy,1999,55.9,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Poland,676,64.2,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Greece,1185,69.5,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Romania,270,70.7,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Bulgaria,96,75.0,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Iceland,36,0.0,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Finland,625,1.9,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Denmark,938,2.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Sweden,943,3.2,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Norway,700,3.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Austria,959,4.8,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Germany,1519,5.5,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Netherlands,908,5.7,,,,
Klebsiella pneumoniae,aminoglycosides,2015,United Kingdom,1070,9.3,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Belgium,354,11.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Luxembourg,60,15.0,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Ireland,389,15.9,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Spain,1509,16.0,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Slovenia,237,19.0,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Estonia,61,21.3,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Malta,92,22.8,,,,
Klebsiella pneumoniae,aminoglycosides,2015,France,2337,26.3,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Portugal,2090,32.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Italy,1956,34.0,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Hungary,706,34.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Cyprus,62,37.1,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Croatia,380,43.2,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Latvia,113,43.4,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Lithuania,179,46.4,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Greece,1170,50.7,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Czech Republic,1417,51.9,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Romania,266,54.1,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Poland,666,58.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Bulgaria,84,59.5,,,,
Klebsiella pneumoniae,aminoglycosides,2015,Slovakia,475,66.5,,,,
Klebsiella pneumoniae,carbapenems,2015,Denmark,846,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Estonia,56,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Finland,658,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Iceland,35,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Latvia,112,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Lithuania,177,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Luxembourg,60,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Sweden,900,0.0,,,,
Klebsiella pneumoniae,carbapenems,2015,Germany,1520,0.1,,,,
Klebsiella pneumoniae,carbapenems,2015,Hungary,687,0.1,,,,
Klebsiella pneumoniae,carbapenems,2015,Netherlands,907,0.1,,,,
Klebsiella pneumoniae,carbapenems,2015,Norway,700,0.1,,,,
Klebsiella pneumoniae,carbapenems,2015,Czech Republic,1100,0.3,,,,
Klebsiella pneumoniae,carbapenems,2015,United Kingdom,962,0.4,,,,
Klebsiella pneumoniae,carbapenems,2015,Belgium,389,0.5,,,,
Klebsiella pneumoniae,carbapenems,2015,France,2244,0.5,,,,
Klebsiella pneumoniae,carbapenems,2015,Ireland,389,0.5,,,,
Klebsiella pneumoniae,carbapenems,2015,Poland,660,0.5,,,,
Klebsiella pneumoniae,carbapenems,2015,Austria,1022,0.8,,,,
Klebsiella pneumoniae,carbapenems,2015,Slovakia,436,0.9,,,,
Klebsiella pneumoniae,carbapenems,2015,Slovenia,237,1.3,,,,
Klebsiella pneumoniae,carbapenems,2015,Spain,1483,2.2,,,,
Klebsiella pneumoniae,carbapenems,2015,Croatia,380,2.4,,,,
Klebsiella pneumoniae,carbapenems,2015,Bulgaria,95,3.2,,,,
Klebsiella pneumoniae,carbapenems,2015,Portugal,2085,3.4,,,,
Klebsiella pneumoniae,carbapenems,2015,Malta,92,5.4,,,,
Klebsiella pneumoniae,carbapenems,2015,Cyprus,62,12.9,,,,
Klebsiella pneumoniae,carbapenems,2015,Romania,271,24.7,,,,
Klebsiella pneumoniae,carbapenems,2015,Italy,1999,33.5,,,,
Klebsiella pneumoniae,carbapenems,2015,Greece,1185,61.9,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Iceland,35,0.0,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Denmark,924,1.1,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Finland,623,1.1,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Sweden,860,1.9,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Norway,699,2.3,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Netherlands,908,3.0,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Germany,1515,3.1,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Austria,936,3.3,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,United Kingdom,906,4.2,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Ireland,387,7.2,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Belgium,353,9.3,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Spain,1488,11.7,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Luxembourg,60,13.3,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Malta,92,15.2,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Slovenia,237,16.9,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Cyprus,62,17.7,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Estonia,36,22.2,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,France,2324,22.5,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Portugal,2084,25.0,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Bulgaria,84,28.6,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Italy,1940,29.7,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Hungary,698,30.2,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Croatia,380,32.4,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Latvia,112,36.6,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Lithuania,178,39.9,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Czech Republic,1416,41.5,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Greece,1160,46.7,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Romania,261,49.8,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Poland,645,54.0,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Slovakia,468,59.6,,,,
Klebsiella pneumoniae,"aminoglycosides, carbapenems, fluoroquinolones, third-generation cephalosporins",2015,EU Total,13402,,63.4,,,
Klebsiella pneumoniae,fluoroquinolones,2015,EU Total,663,3.1,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,EU Total,545,2.6,,,,
Klebsiella pneumoniae,aminoglycosides,2015,EU Total,151,0.7,,,,
Klebsiella pneumoniae,carbapenems,2015,EU Total,6,0.05,,,,
Klebsiella pneumoniae,"fluoroquinolones, third-generation cephalosporins",2015,EU Total,675,3.2,,,,
Klebsiella pneumoniae,"aminoglycosides, third-generation cephalosporins",2015,EU Total,510,2.4,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones",2015,EU Total,281,1.3,,,,
Klebsiella pneumoniae,"carbapenems, third-generation cephalosporins",2015,EU Total,32,0.2,,,,
Klebsiella pneumoniae,"carbapenems, fluoroquinolones",2015,EU Total,3,0.05,,,,
Klebsiella pneumoniae,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,EU Total,3314,15.7,,,,
Klebsiella pneumoniae,"carbapenems, fluoroquinolones, third-generation cephalosporins",2015,EU Total,531,2.5,,,,
Klebsiella pneumoniae,"aminoglycosides, carbapenems, third-generation cephalosporins",2015,EU Total,36,0.2,,,,
Klebsiella pneumoniae,"aminoglycosides, carbapenems, fluoroquinolones",2015,EU Total,2,0.05,,,,
Klebsiella pneumoniae,"aminoglycosides, carbapenems, fluoroquinolones, third-generation cephalosporins",2015,EU Total,990,4.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Iceland,11,0.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Luxembourg,27,0.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Denmark,441,4.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Cyprus,43,4.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Norway,227,5.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Sweden,399,5.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Estonia,16,6.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Netherlands,494,6.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Finland,333,7.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Belgium,251,8.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Spain,871,9.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Ireland,195,9.2,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Slovenia,141,9.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,United Kingdom,493,10.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Austria,675,11.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Malta,25,16.0,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,France,1915,16.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Germany,941,17.7,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Greece,638,22.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Latvia,13,23.1,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Croatia,249,24.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Portugal,1176,24.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Czech Republic,463,25.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Hungary,747,26.9,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Bulgaria,55,27.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Lithuania,41,29.3,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Italy,1074,29.5,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Poland,249,37.8,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Slovakia,257,42.4,,,,
Pseudomonas aeruginosa,piperacillin+tazobactam,2015,Romania,78,59.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Estonia,18,0.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Sweden,382,4.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Denmark,420,5.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Norway,230,5.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Netherlands,502,5.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Iceland,12,8.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,United Kingdom,522,8.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Finland,302,8.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Ireland,194,9.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Austria,659,10.3,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Belgium,261,11.1,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Cyprus,43,11.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Malta,25,12.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Slovenia,141,14.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Germany,940,14.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Luxembourg,28,17.9,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,France,1939,19.1,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Portugal,1185,22.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Spain,881,23.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Latvia,13,23.1,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Italy,1080,24.6,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Hungary,769,24.7,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Lithuania,41,26.8,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Czech Republic,464,30.0,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Greece,662,34.1,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Croatia,256,35.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Poland,257,36.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Bulgaria,55,36.4,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Slovakia,278,52.2,,,,
Pseudomonas aeruginosa,fluoroquinolones,2015,Romania,92,62.0,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Iceland,11,0.0,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Denmark,439,3.6,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Netherlands,502,4.4,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Sweden,379,4.5,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Cyprus,43,4.7,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Norway,216,5.6,,,,
Pseudomonas aeruginosa,ceftazidime,2015,United Kingdom,472,6.1,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Belgium,226,6.2,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Finland,334,6.9,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Luxembourg,28,7.1,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Ireland,195,7.2,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Malta,25,8.0,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Germany,938,9.1,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Austria,577,9.9,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Slovenia,141,9.9,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Spain,816,10.4,,,,
Pseudomonas aeruginosa,ceftazidime,2015,France,1919,11.6,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Estonia,7,14.3,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Croatia,248,18.5,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Portugal,1185,19.2,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Greece,660,19.4,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Lithuania,41,19.5,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Czech Republic,464,19.6,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Italy,1068,21.7,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Latvia,13,23.1,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Hungary,763,24.2,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Bulgaria,52,26.9,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Poland,259,27.8,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Slovakia,247,34.8,,,,
Pseudomonas aeruginosa,ceftazidime,2015,Romania,85,65.9,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Cyprus,43,0.0,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Iceland,12,0.0,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Norway,219,0.9,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Sweden,387,1.3,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Finland,341,1.8,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Denmark,441,2.3,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Netherlands,502,2.8,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Luxembourg,28,3.6,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Ireland,195,4.1,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,United Kingdom,539,5.2,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Estonia,17,5.9,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Belgium,218,6.0,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Austria,678,6.3,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Germany,936,7.3,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Latvia,11,9.1,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Slovenia,141,9.2,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,France,1941,12.8,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Portugal,1191,13.5,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Malta,25,16.0,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Spain,883,16.4,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Italy,1050,17.2,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Hungary,766,20.5,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Czech Republic,464,21.3,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Lithuania,41,24.4,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Greece,667,26.4,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Bulgaria,47,27.7,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Poland,258,30.6,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Croatia,256,34.0,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Slovakia,277,41.9,,,,
Pseudomonas aeruginosa,aminoglycosides,2015,Romania,90,63.3,,,,
Pseudomonas aeruginosa,carbapenems,2015,Iceland,12,0.0,,,,
Pseudomonas aeruginosa,carbapenems,2015,United Kingdom,499,2.4,,,,
Pseudomonas aeruginosa,carbapenems,2015,Belgium,256,3.9,,,,
Pseudomonas aeruginosa,carbapenems,2015,Netherlands,500,4.0,,,,
Pseudomonas aeruginosa,carbapenems,2015,Denmark,437,4.6,,,,
Pseudomonas aeruginosa,carbapenems,2015,Finland,341,4.7,,,,
Pseudomonas aeruginosa,carbapenems,2015,Norway,228,5.7,,,,
Pseudomonas aeruginosa,carbapenems,2015,Sweden,398,6.5,,,,
Pseudomonas aeruginosa,carbapenems,2015,Luxembourg,24,8.3,,,,
Pseudomonas aeruginosa,carbapenems,2015,Ireland,195,9.2,,,,
Pseudomonas aeruginosa,carbapenems,2015,Czech Republic,464,10.6,,,,
Pseudomonas aeruginosa,carbapenems,2015,Austria,680,12.2,,,,
Pseudomonas aeruginosa,carbapenems,2015,Estonia,16,12.5,,,,
Pseudomonas aeruginosa,carbapenems,2015,Germany,941,15.0,,,,
Pseudomonas aeruginosa,carbapenems,2015,Latvia,13,15.4,,,,
Pseudomonas aeruginosa,carbapenems,2015,Slovenia,141,15.6,,,,
Pseudomonas aeruginosa,carbapenems,2015,Malta,25,16.0,,,,
Pseudomonas aeruginosa,carbapenems,2015,France,1925,16.4,,,,
Pseudomonas aeruginosa,carbapenems,2015,Portugal,1191,19.8,,,,
Pseudomonas aeruginosa,carbapenems,2015,Cyprus,43,20.9,,,,
Pseudomonas aeruginosa,carbapenems,2015,Spain,872,22.7,,,,
Pseudomonas aeruginosa,carbapenems,2015,Italy,1082,23.0,,,,
Pseudomonas aeruginosa,carbapenems,2015,Bulgaria,55,25.5,,,,
Pseudomonas aeruginosa,carbapenems,2015,Lithuania,41,26.8,,,,
Pseudomonas aeruginosa,carbapenems,2015,Hungary,770,35.8,,,,
Pseudomonas aeruginosa,carbapenems,2015,Poland,254,37.0,,,,
